AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AccMag,GyroMag,Distance,Pressure,Altitude,Label
0.11455484287329035,0.23665654891110857,-0.009029986189755257,0.0271031523539708,0.0653590702006588,0.026843900937372118,0.2630792177630672,0.07567683887790667,5.4784297205949875,101341.19000689221,19.87267657198418,Fall Not Detected
0.07720001868211608,0.09361429347775782,0.035601939021312895,0.04169815153710386,0.049722356146854926,0.043720857490645526,0.12645543440254406,0.07824680135394221,4.960099199697698,101325.46505550857,20.095122394951662,Fall Detected
0.1376378897532071,0.035112076774039644,0.112100360246976,0.0824383681955096,0.03962378081720897,0.05449431776319639,0.18095175433966879,0.10646952251919255,4.827902836843547,101328.89385090035,20.142006565085133,Fall Not Detected
-0.17,0.01,1.02,-1.08,1.11,-0.29,1.03,1.58,11.08,101179.0,51.0,Fall Not Detected
-0.09,-0.03,1.05,-1.15,-0.79,-0.32,1.05,1.43,4.37,101227.0,46.0,Fall Detected
0.0698153978516981,0.05759059992187046,0.1261493584862146,0.0948038836775589,0.05819343158644342,0.049830613499489085,0.15525632876966827,0.12189069645337848,4.42441604454955,101323.0525940482,19.952948807928323,Fall Not Detected
0.7229070073206703,0.4930647436258423,1.0984493192188705,2.5835993952772776,0.7738800728458868,0.9120125756655668,1.4043853778548625,2.8470411202856223,35.230852655689304,101324.465684828,45.097615760752035,Fall Not Detected
0.09972326727815269,0.07403691895340177,0.16046451428768008,0.04807935699395371,0.05529696180407668,0.08184125969370237,0.20291637624973383,0.10985158324742339,4.808855688927566,101334.17161272526,19.892658782211235,Fall Not Detected
-0.13,0.0,1.02,-1.35,-0.24,-0.36,1.03,1.42,8.76,101244.0,52.0,Fall Detected
-0.13,0.01,1.02,-1.22,-0.11,-0.34,1.03,1.27,5.3,101177.0,52.0,Fall Not Detected
0.09619685772533414,0.12893678894874905,0.09542763745449219,0.019178936957558016,0.03678512687959665,0.05999743481647486,0.18704268221662249,0.07294291855229786,5.463943825415689,101338.48106798343,20.073955058852608,Fall Detected
0.09690453955884863,-0.107415853332583,-0.12818177796251992,-0.04383000743234042,0.047579432258435264,0.06178553474445472,0.19328534226865782,0.08945571099271565,28.56522467533195,101312.54323291752,44.997848961946985,Fall Not Detected
-0.02973528666212634,0.04817339856359211,-0.16930729036836625,0.16193263630357513,-0.32696549934275,-0.030720471602434175,0.1785212093111735,0.36615893248172404,30.428831522606625,101327.44274486111,45.01343750952964,Fall Not Detected
0.28,0.28,0.28,34.52,34.52,34.52,0.48,59.79,7.02,101181.0,52.0,Fall Not Detected
-0.14,0.0,1.02,-0.96,1.73,-0.24,1.03,2.0,4.96,101288.0,53.0,Fall Not Detected
0.008458892060643498,-0.054049290532660915,0.15276825231353502,0.0990910000524973,0.057334465123739645,0.1260743074094898,0.1622683505089933,0.17029679436563647,25.112516922661754,101314.08972376045,45.01007910611451,Fall Not Detected
0.04561716995614282,-0.05199173095508386,-0.04384629121108254,0.007169688943695249,0.07456801688310603,-0.01549689633071571,0.08189361107852369,0.07649802204837379,28.479721251388444,101328.26962713698,44.920311991334266,Fall Not Detected
0.4596910715639428,0.9943741650841462,0.8839060202971505,0.27458761457258685,1.1428845343450809,1.6960207227905293,1.407617033919363,2.0635090765627235,35.67818850339033,101341.33318579402,44.85589591329988,Fall Not Detected
-0.13,0.0,1.03,-1.33,-0.19,-0.33,1.04,1.38,5.3,101261.0,47.0,Fall Not Detected
-0.09981164985065505,1.0893965105081047,0.5387232900445711,1.1642156235174574,1.5308073660281383,0.4771131718827817,1.2194137549616175,1.9815161338510967,42.91266140480321,101312.19732177908,45.34306755033963,Fall Not Detected
0.29782324697590035,1.0062403891495615,1.170873656750866,1.31269424553874,0.15886859707923018,1.7367982653381757,1.5723115236072887,2.1828590490203763,31.628953666331096,101327.67215914247,45.07520895834925,Fall Not Detected
-0.23961295813478245,0.3383410701008348,0.3133381398992515,0.3992975534271539,1.091589018943415,0.5740828281950544,0.5196824408603796,1.2963704008034087,38.53915331005756,101341.16948132397,44.99307835151589,Fall Not Detected
0.06906186918177414,0.09258940855520383,0.1129418069764424,0.046465067840423036,0.019906968343521517,0.03812328614248661,0.16154934885225292,0.06331409688487229,4.745726956360932,101318.31771007879,19.970665572288212,Fall Not Detected
-0.13703452038364614,0.16374428736325813,-0.07134926945897803,-0.040496004758808594,0.05106418794113146,-0.08508495126024392,0.225125231089736,0.1071770806771239,29.111830424798608,101324.82634480059,44.91845745389293,Fall Not Detected
-0.14,0.0,1.02,-1.21,-0.09,-0.22,1.03,1.23,8.65,101338.0,48.0,Fall Not Detected
